78	91	6	84	78	68	93	98
60	88	19	64	37	84	28	71
73	55	87	22	90	5	65	9
89	50	28	94	94	94	94	94
10	10	10	10	90	90	90	90
90	41	44	100	5	22	2	25
59	37	39	2	74	82	48	61
69	59	29	82	2	6	68	18
53	63	26	3	31	36	9	40
29	71	43	10	66	3	51	33
82	43	67	76	16	92	40	79
69	1	2	39	66	51	15	45
97	23	34	97	17	35	27	6
61	50	75	18	46	77	31	40
11	91	83	49	32	60	95	55
1	55	20	74	55	42	27	87
13	6	100	27	35	78	7	34
4	75	86	66	64	2	45	97
73	21	61	5	64	25	60	42
79	92	44	19	97	73	53	43
70	24	28	18	82	56	75	76
37	35	16	61	67	25	75	46
4	79	70	44	72	97	70	17
35	77	43	6	2	33	15	29
11	96	23	87	68	38	79	57
32	19	22	19	70	17	42	14
56	85	60	23	66	47	12	52
90	54	71	28	66	69	82	61
92	94	17	22	91	23	13	96
14	79	63	84	99	46	73	65
13	24	71	99	94	16	89	93
76	71	98	28	96	22	23	26
19	83	96	33	1	90	50	66
58	52	50	32	75	2	98	100
56	1	49	24	65	84	65	66
81	42	3	18	61	68	100	79
8	90	63	100	10	96	43	33
13	91	15	65	40	31	77	17
63	81	83	9	73	20	38	76
35	7	2	87	15	66	42	91
24	59	8	81	1	54	83	50
22	51	99	27	52	100	35	32
77	71	37	52	40	34	60	58
60	36	40	75	29	69	81	22
95	5	100	67	53	59	52	64
1	1	1	1	48	23	22	2
7	57	98	24	16	34	79	46
44	71	22	75	55	91	97	56
10	64	29	10	81	36	67	10
26	86	27	95	99	99	99	99
6	6	6	6	98	98	98	98
92	42	23	13	60	66	80	78
34	91	86	1	43	72	91	1
80	96	38	49	13	18	73	95
41	94	37	27	71	20	34	89
64	43	17	36	30	35	65	9
70	87	56	2	59	78	11	9
18	66	11	77	48	30	90	30
68	78	38	34	38	61	85	6
39	42	68	73	21	17	12	56
76	55	69	58	76	18	67	8
74	88	12	88	27	40	61	45
41	67	31	74	62	95	41	30
14	45	50	41	65	91	63	35
47	9	31	10	77	87	19	11
48	68	37	76	42	16	79	96
96	97	3	33	84	54	40	24
82	64	63	17	72	3	22	44
100	15	73	1	40	98	62	23
18	42	9	59	37	32	57	51
41	89	11	79	76	91	3	7
11	74	81	28	85	36	71	90
51	67	80	99	85	18	68	11
4	91	100	91	60	80	21	50
42	23	96	2	18	87	25	30
95	1	50	99	95	12	20	93
16	4	11	93	89	27	57	39
88	91	5	30	3	32	25	8
92	17	7	17	86	48	74	32
97	64	93	95	73	79	8	66
26	3	15	13	88	43	17	42
96	89	87	96	95	97	56	32
35	32	2	31	19	37	16	34
81	79	13	12	33	44	40	48
41	94	49	31	60	3	37	35
65	95	8	61	84	35	31	73
36	16	97	90	26	95	72	5
39	80	71	13	17	64	15	92
46	90	2	73	98	83	99	93
37	19	63	64	11	13	56	83
34	89	1	73	44	37	33	48
6	6	6	6	74	97	75	99
61	6	41	97	16	68	36	63
94	25	79	12	12	79	51	21
3	45	29	54	35	60	4	84
29	53	61	41	91	91	91	91
1	1	1	1	94	94	94	94
37	73	93	70	81	4	61	4
80	23	85	13	55	44	65	79
86	13	38	26	49	91	31	84
91	79	91	34	66	46	31	26
38	83	44	9	23	19	94	67
53	30	30	81	63	94	14	80
24	80	36	61	20	73	27	100
47	64	57	86	74	25	71	19
44	73	41	68	95	99	8	73
80	74	33	30	3	50	66	52
86	57	90	7	72	92	32	69
18	8	12	66	89	49	34	77
23	24	54	72	42	24	94	56
42	28	83	64	62	85	32	22
76	77	25	30	37	53	16	70
80	15	74	45	12	76	33	62
28	43	39	71	19	10	75	61
30	82	19	49	8	81	52	2
54	3	82	50	76	78	58	88
1	1	41	88	57	24	83	60
35	68	100	37	87	28	86	24
92	82	61	17	95	38	6	59
42	87	21	66	38	4	87	50
71	89	93	49	86	44	11	49
3	79	35	63	7	83	34	78
67	80	61	22	35	34	30	63
26	75	60	87	13	100	15	99
47	6	26	99	45	87	76	56
84	94	19	74	24	35	34	76
23	8	86	7	32	61	62	1
29	67	28	28	17	45	93	57
45	45	97	41	53	19	10	56
18	91	88	23	16	8	51	76
36	83	70	99	18	31	44	52
9	96	64	95	93	44	39	67
68	16	70	2	69	53	92	26
83	62	86	71	63	61	27	33
44	21	95	100	85	53	38	38
49	5	54	11	76	88	11	7
35	33	70	52	29	83	88	14
7	7	7	7	74	83	37	40
6	7	81	5	61	59	67	54
86	34	8	30	23	56	65	86
39	41	90	70	60	5	71	55
3	22	58	50	99	99	99	99
1	1	1	1	100	100	100	100
28	9	90	27	29	55	67	16
65	58	27	100	68	6	96	5
28	8	55	80	39	98	78	76
79	83	73	89	15	12	87	69
96	49	42	4	49	75	78	5
6	91	98	87	60	5	86	80
70	1	24	54	26	77	8	55
54	82	49	3	33	35	1	3
66	31	44	58	62	66	5	42
4	60	29	28	90	27	30	77
24	92	57	19	56	88	14	58
65	23	96	85	79	78	69	93
60	15	96	8	62	66	88	24
56	81	85	69	40	11	29	58
38	5	73	30	9	78	80	65
70	38	45	46	75	89	80	13
39	90	16	90	61	1	96	3
73	66	87	18	39	34	21	9
24	71	49	37	56	35	67	22
51	39	8	60	88	56	66	88
26	85	28	67	94	72	92	95
84	2	39	9	90	33	16	42
65	94	15	29	3	31	58	76
8	18	91	32	51	35	27	88
28	97	26	12	32	43	50	88
77	58	92	55	69	18	91	56
8	5	52	53	14	90	35	27
75	50	94	6	77	61	25	71
40	47	54	46	45	80	68	74
19	45	3	77	24	28	89	66
79	29	81	63	9	74	22	42
21	91	41	15	55	7	20	44
91	37	84	54	1	28	50	72
27	77	93	76	33	51	85	75
35	93	53	23	96	63	98	8
82	56	5	21	82	46	20	20
45	58	74	5	22	50	13	26
62	26	88	35	17	86	52	44
8	44	91	28	48	76	10	19
46	1	58	13	59	86	7	60
4	4	4	4	51	65	11	54
34	87	38	97	10	64	98	35
3	95	32	30	58	84	34	61
30	47	80	65	20	34	84	71
87	72	75	62	96	96	96	96
5	5	5	5	99	99	99	99
21	39	69	11	28	83	45	67
25	33	79	99	19	85	21	77
79	35	33	14	72	81	33	53
28	67	68	17	13	98	47	50
68	10	13	13	54	93	88	66
22	46	100	11	60	4	44	86
64	88	18	22	17	8	95	8
72	9	40	39	82	98	52	92
36	21	56	12	79	14	3	81
59	61	100	6	57	61	35	9
62	31	33	15	86	78	25	90
33	87	6	64	63	99	67	87
14	90	94	96	7	4	13	71
38	31	48	44	90	56	34	90
82	20	13	66	78	3	82	11
13	6	47	13	49	67	98	63
92	18	19	73	92	69	12	56
82	19	87	70	7	87	57	89
53	98	22	6	41	63	76	42
9	88	17	19	39	31	30	100
9	66	87	17	45	1	70	59
40	70	30	65	58	16	47	33
25	95	68	62	33	64	73	94
84	82	61	58	75	36	65	45
40	85	6	68	63	27	85	87
44	51	26	41	22	68	19	60
12	79	79	50	33	36	13	20
100	14	2	89	62	60	18	51
21	7	98	69	26	49	76	47
62	68	98	10	29	78	66	62
14	75	1	45	84	94	21	35
95	29	73	50	18	7	44	90
81	50	55	32	31	15	67	25
77	51	52	75	38	8	59	77
33	52	52	37	84	32	59	56
90	9	85	7	99	92	57	60
14	41	50	90	77	11	74	44
24	37	73	54	7	92	43	86
68	25	30	94	26	54	23	65
32	1	70	22	52	32	42	7
4	4	4	4	2	93	81	60
7	64	21	98	44	36	29	93
64	75	29	37	86	80	75	91
31	87	14	81	56	33	90	5
76	62	84	20	100	100	100	100
1	1	1	1	97	97	97	97
48	37	74	63	11	51	90	9
83	3	72	94	6	88	7	55
78	47	10	40	59	17	6	62
43	63	90	34	7	61	73	23
61	38	1	78	55	15	94	55
90	11	50	62	34	76	15	65
86	42	52	84	63	32	1	14
85	5	30	27	7	1	23	6
6	78	91	77	43	65	67	69
60	79	27	80	32	61	34	23
54	43	95	45	21	65	81	59
85	87	55	99	1	28	62	92
10	52	90	4	66	6	17	60
16	40	44	36	20	2	42	46
93	36	7	53	60	97	92	89
22	21	11	37	13	32	18	88
1	75	30	18	86	88	6	30
43	34	49	64	89	30	52	78
56	6	61	54	67	41	10	99
52	62	88	2	37	38	55	66
97	47	82	26	12	85	12	69
43	97	52	39	12	74	31	54
56	37	9	64	26	14	17	98
95	14	77	90	49	47	10	14
65	68	37	6	14	22	23	24
90	60	86	68	86	60	59	38
40	8	95	97	84	86	45	18
9	80	44	100	11	54	79	3
23	70	59	48	9	1	43	24
96	10	69	68	63	36	52	2
44	14	77	4	47	37	38	53
49	94	3	5	15	15	68	86
54	86	57	50	44	24	38	91
35	57	95	67	62	14	55	23
42	91	99	56	3	18	64	8
74	29	58	32	82	10	68	80
12	21	64	75	5	31	87	23
28	69	38	94	57	79	95	22
100	62	72	85	51	9	47	73
43	69	13	88	97	28	33	77
6	6	6	6	6	80	93	26
81	82	100	95	86	61	8	80
40	64	51	66	7	77	51	96
40	68	82	90	62	8	27	12
85	85	49	49	94	94	94	94
2	2	2	2	92	92	92	92
54	3	20	95	46	89	100	95
35	56	69	91	84	9	36	10
94	93	32	33	67	43	99	72
13	85	44	76	34	22	80	94
57	95	49	9	13	89	64	26
21	13	49	40	31	49	72	30
46	4	9	60	24	69	7	43
52	26	86	38	7	32	3	56
54	57	25	33	61	50	38	43
36	84	86	39	64	8	87	98
36	41	55	96	70	7	8	87
12	13	57	6	99	93	19	67
100	89	57	32	15	52	96	80
38	63	19	13	19	17	56	86
19	28	94	76	95	60	14	17
92	46	20	27	23	28	58	75
23	53	60	23	36	37	40	50
63	93	98	23	73	80	68	64
36	59	37	8	22	49	47	68
63	43	56	80	46	1	32	13
51	94	20	83	79	77	18	20
30	46	9	57	67	47	6	47
79	89	60	95	75	57	84	56
36	1	74	5	45	38	100	69
23	94	19	19	4	83	74	23
70	49	4	54	5	81	96	28
17	34	90	44	19	35	44	55
93	25	19	99	78	40	62	19
82	17	40	30	64	60	52	18
85	60	58	3	49	17	69	7
10	30	42	44	83	4	20	13
44	59	70	11	72	50	73	97
49	27	68	38	44	92	90	60
94	13	100	4	23	94	51	43
100	27	61	62	46	67	58	6
38	8	70	20	11	9	54	41
47	6	63	75	5	62	81	11
53	69	62	67	49	38	13	67
26	35	3	86	38	68	83	49
43	42	5	1	42	20	80	31
8	8	8	8	91	20	64	100
51	6	60	54	30	35	42	54
32	81	73	27	97	53	12	82
92	14	17	99	20	16	72	30
57	63	53	9	90	90	90	90
4	4	4	4	95	95	95	95
96	94	51	86	61	3	63	19
17	20	88	57	47	91	81	33
56	79	17	39	9	60	91	4
46	67	71	16	52	85	11	63
88	40	45	38	57	27	9	94
65	57	10	45	29	96	70	9
10	37	49	66	20	2	25	100
19	13	1	81	58	97	43	63
6	7	45	55	77	12	47	81
36	77	46	89	78	40	86	27
51	96	20	41	2	100	69	81
51	31	86	91	57	52	74	3
3	86	12	40	3	49	69	38
80	74	60	57	15	43	86	87
99	34	17	30	70	34	33	38
46	19	8	40	39	48	29	45
92	52	16	97	94	81	57	59
68	79	81	47	33	55	36	31
24	52	99	77	66	89	4	24
17	32	27	87	8	95	92	79
35	41	3	99	50	37	32	99
86	79	27	6	55	35	56	78
97	22	27	14	68	35	69	72
27	72	62	95	60	24	61	100
45	84	14	71	14	29	74	75
21	13	72	16	12	96	5	24
58	66	86	55	21	35	16	4
18	41	27	87	38	37	5	94
17	76	83	82	15	2	68	73
49	75	28	93	73	23	69	52
100	59	49	73	83	29	14	76
78	61	69	89	59	70	31	6
27	5	36	40	38	7	32	37
80	45	13	96	36	6	42	15
63	39	3	64	74	98	98	61
54	73	75	42	4	7	56	59
30	61	8	91	21	58	14	82
4	91	16	47	97	66	72	82
46	98	20	5	72	15	12	34
80	73	14	38	63	10	56	78
9	9	9	9	87	76	46	26
37	44	28	66	56	26	25	82
14	14	41	60	8	18	10	32
20	60	53	46	17	100	84	67
58	96	64	11	100	100	100	100
4	4	4	4	96	96	96	96
13	63	100	62	93	13	63	40
28	50	80	10	17	8	90	45
42	46	76	71	79	76	76	42
64	21	23	99	40	2	79	1
100	19	82	9	9	51	81	20
67	88	71	23	6	52	17	43
4	72	54	83	40	80	88	55
91	67	36	66	77	80	17	80
88	16	39	59	1	70	3	62
59	42	51	52	22	8	82	61
13	11	98	39	85	81	64	82
28	28	94	58	99	45	46	59
63	48	17	44	89	34	45	34
18	15	80	100	4	62	90	6
33	40	20	32	7	92	27	74
27	14	4	87	20	53	1	2
8	84	27	12	4	67	96	6
88	96	65	65	14	14	26	50
89	68	20	76	22	98	36	77
19	63	20	50	72	29	2	99
3	77	29	83	39	91	24	68
80	11	30	72	35	32	56	67
82	90	95	24	60	86	47	54
45	42	2	3	31	50	71	49
51	15	16	100	90	51	8	63
16	58	13	17	29	20	97	14
65	16	46	32	1	22	58	33
28	61	53	49	82	50	17	47
19	49	35	63	12	17	72	20
62	100	57	14	53	28	91	70
2	44	63	99	100	9	69	91
44	53	52	97	37	96	19	47
20	31	23	80	59	77	1	70
34	16	100	76	61	18	74	31
45	26	100	16	8	72	87	51
50	34	61	20	8	40	35	95
55	92	37	60	16	55	78	50
24	71	47	100	72	45	79	46
72	83	70	10	9	41	97	38
100	45	92	18	84	38	63	60
4	4	4	4	4	75	9	50
89	66	76	40	88	25	37	46
13	18	42	99	83	9	81	27
26	82	18	43	3	6	61	20
71	17	38	88	93	93	93	93
8	8	8	8	90	90	90	90
84	45	12	47	77	52	29	90
71	92	55	94	90	41	59	49
53	41	6	52	61	82	4	38
6	59	11	68	44	71	48	72
77	79	4	79	38	47	85	49
44	34	7	99	61	66	26	5
84	48	4	75	52	22	9	72
56	75	89	37	12	92	37	84
29	74	78	46	30	22	9	75
8	97	98	81	16	20	66	52
99	95	58	19	28	8	41	60
30	54	50	77	50	5	85	55
44	76	51	16	60	93	58	81
25	19	95	54	92	20	4	55
95	55	10	29	83	80	41	8
49	70	15	26	60	8	52	7
24	30	14	68	60	65	57	37
26	75	69	85	42	86	38	85
41	80	2	75	70	44	26	97
77	34	26	9	25	56	21	18
23	98	7	62	91	72	92	12
31	11	32	98	28	71	60	33
47	75	94	74	38	99	68	55
47	83	6	34	98	54	52	45
6	97	36	81	1	41	82	87
100	71	8	52	16	11	45	48
10	55	87	51	17	24	81	12
35	89	7	11	97	97	44	9
5	76	13	73	47	60	64	83
10	73	83	73	76	9	87	67
44	99	12	3	85	100	18	24
69	7	2	83	86	8	65	95
40	16	83	90	51	43	43	19
89	94	82	66	91	23	92	79
31	89	69	24	48	31	8	43
32	12	45	75	100	81	1	29
88	88	72	7	14	6	52	57
13	48	75	40	98	29	96	90
89	48	23	58	38	63	58	28
23	21	49	48	42	60	26	10
7	7	7	7	86	93	18	20
49	91	74	24	47	32	61	56
83	89	20	55	90	63	71	22
14	76	44	27	64	5	44	37
37	25	70	17	92	92	92	92
6	6	6	6	90	90	90	90
77	54	2	93	25	100	17	2
26	10	19	95	49	82	71	8
11	86	78	39	89	22	24	75
88	20	44	75	58	48	93	63
94	5	17	45	87	17	22	83
57	14	18	89	95	10	99	80
16	45	2	51	95	22	66	55
10	20	78	68	5	47	92	99
52	55	82	45	92	85	94	79
20	70	42	53	61	22	18	32
8	1	29	41	2	67	28	17
1	94	25	32	58	14	2	53
38	75	53	24	48	78	71	49
5	61	75	40	67	10	55	75
59	35	90	60	20	69	49	89
43	70	99	93	31	17	72	8
73	75	56	7	10	4	96	73
21	93	42	87	2	85	56	77
5	72	79	67	90	40	77	56
49	22	39	78	94	57	98	71
10	78	77	94	56	13	89	8
52	100	75	16	10	45	75	100
65	30	18	75	41	98	39	28
18	98	9	3	47	11	54	56
35	34	12	88	74	10	39	95
38	67	19	42	51	50	7	13
86	11	98	12	86	30	18	19
16	36	8	16	47	67	69	76
37	86	88	31	90	52	50	78
99	68	83	11	80	42	51	73
100	11	35	88	76	19	57	88
41	37	61	73	52	72	66	40
1	100	2	48	81	50	41	5
40	6	18	18	18	46	86	60
25	45	99	36	86	16	9	6
96	18	84	96	57	63	98	85
13	72	42	90	35	100	5	36
75	40	93	98	55	29	61	49
54	38	96	26	70	77	42	84
9	57	84	56	20	62	43	81
4	4	4	4	31	54	25	25
90	7	97	95	96	2	68	100
86	58	78	53	93	82	97	21
45	81	89	24	90	60	29	7
47	20	94	95	90	90	90	90
10	10	10	10	90	90	90	90
69	38	90	88	42	20	98	36
45	86	87	4	97	63	46	66
60	78	22	11	82	65	67	81
84	28	78	47	83	29	86	86
88	4	87	40	25	55	87	13
7	69	49	28	93	33	24	97
36	87	11	71	92	65	35	29
87	37	26	83	5	77	66	60
16	26	55	54	58	18	36	4
80	80	80	88	86	52	66	74
21	97	59	87	9	55	53	25
59	81	63	19	27	43	94	30
94	2	44	30	45	6	73	14
99	15	87	62	54	93	36	86
71	88	74	41	28	46	69	6
91	17	3	38	4	39	57	68
67	67	78	92	67	75	13	84
9	79	29	91	21	79	43	74
83	3	55	17	19	74	39	13
25	89	17	15	61	45	60	9
12	65	78	13	77	1	20	35
30	85	93	47	84	78	28	67
11	12	39	96	80	16	69	40
67	11	38	42	81	54	48	60
25	25	33	16	7	39	78	14
23	35	78	17	11	82	67	59
9	70	58	57	88	51	52	66
48	62	12	55	42	95	81	82
66	62	85	95	42	45	29	66
54	32	99	40	99	46	73	39
26	75	92	63	59	27	24	54
74	39	79	74	37	6	71	35
58	13	42	80	63	33	5	19
75	56	60	96	89	29	69	74
8	3	17	62	97	58	22	35
21	10	46	72	75	68	85	90
34	30	82	6	66	80	52	81
3	22	76	53	100	29	2	34
29	88	85	57	80	55	91	65
58	8	41	3	100	24	81	26
1	1	1	1	12	10	12	78
76	3	17	19	33	91	80	28
72	86	62	37	17	84	6	38
97	82	49	14	35	79	87	62
26	61	53	13	98	98	98	98
6	6	6	6	93	93	93	93
31	15	8	30	71	2	94	47
52	88	17	17	99	95	34	20
10	55	44	90	73	12	27	78
70	5	36	83	76	60	99	28
50	60	46	43	76	44	59	65
60	20	27	96	12	7	43	47
75	33	55	6	100	80	22	34
21	7	24	31	14	71	52	36
6	26	29	3	75	55	76	81
54	26	44	31	47	77	64	32
39	46	28	91	57	45	74	84
48	53	77	29	93	55	27	46
83	53	6	53	17	73	75	46
7	99	22	55	7	6	13	55
45	30	99	3	98	95	34	68
77	1	57	98	9	14	82	18
83	27	99	43	36	67	25	31
59	90	84	50	5	8	17	58
37	75	63	31	82	81	90	57
17	32	11	56	75	45	72	28
7	48	67	13	45	100	98	56
57	32	97	66	78	1	79	67
15	79	97	40	63	46	48	95
96	37	19	88	52	52	42	81
30	16	42	87	28	59	66	51
3	27	81	63	23	35	10	3
98	27	6	98	71	40	62	67
43	96	45	54	54	3	46	68
39	80	80	6	89	97	47	84
95	59	51	91	64	60	5	39
27	23	19	88	57	20	14	25
98	42	8	17	13	20	67	79
2	1	53	39	67	23	76	59
6	37	10	23	33	44	33	98
73	12	72	80	16	83	55	37
13	4	59	12	26	69	38	8
86	69	89	49	41	93	62	3
52	41	79	29	15	39	21	2
84	4	94	16	49	11	49	78
70	18	1	86	38	18	96	5
7	7	7	7	51	60	90	95
15	62	42	100	92	59	81	21
32	22	46	31	41	61	89	66
71	28	9	92	27	74	33	100
54	59	79	36	100	100	100	100
4	4	4	4	96	96	96	96
55	86	29	72	40	51	39	20
36	33	55	98	81	85	49	40
47	94	53	29	54	63	84	96
32	87	6	28	30	13	15	90
98	56	45	26	36	59	89	64
56	92	74	17	25	84	14	72
19	56	31	34	4	11	8	89
66	84	62	14	67	53	61	59
58	41	49	12	83	95	66	57
25	96	88	49	16	38	99	43
16	22	34	37	25	50	64	88
4	72	64	51	82	4	77	18
68	80	15	82	52	88	89	81
40	55	4	76	85	99	23	90
67	100	78	2	41	70	43	40
61	37	74	48	24	26	61	77
52	84	1	10	51	83	73	3
54	17	92	49	86	23	29	20
6	44	50	23	84	29	5	89
23	28	47	17	6	60	14	37
49	32	74	34	99	9	55	56
27	15	38	92	94	85	17	34
5	36	28	58	46	52	15	96
1	47	95	86	28	58	8	88
92	99	13	75	12	68	42	23
7	24	16	18	85	56	91	25
85	37	17	50	12	25	88	66
19	58	10	100	12	38	23	57
19	4	61	45	97	65	72	40
76	24	96	62	30	72	1	6
8	95	84	3	13	65	29	1
100	34	74	12	91	39	88	64
25	98	36	48	75	68	36	83
82	11	35	55	45	62	96	61
65	42	67	70	61	88	74	18
15	97	81	32	94	28	70	23
5	56	71	95	9	40	7	30
23	55	53	19	98	97	43	90
38	46	85	32	54	96	59	47
66	21	48	71	13	30	59	89
4	4	4	4	35	89	72	74
50	5	85	5	66	95	95	96
41	67	70	86	34	18	25	51
94	17	99	50	25	49	94	69
72	5	99	84	94	94	94	94
10	10	10	10	91	91	91	91
87	60	11	23	46	70	28	23
20	22	10	4	72	28	30	64
96	83	18	87	27	13	56	90
16	3	61	24	25	92	40	47
81	70	96	93	73	53	8	39
68	67	3	50	35	60	38	35
45	19	25	39	98	80	87	16
78	12	16	72	62	86	31	78
69	23	17	15	60	95	15	30
6	58	38	52	21	80	100	34
28	93	23	10	76	1	52	38
82	25	62	72	2	10	61	47
65	80	6	94	49	91	48	26
44	77	67	97	6	86	73	18
27	25	37	42	13	46	95	23
15	72	27	72	39	15	23	64
90	92	62	34	50	12	49	33
6	7	23	58	43	51	88	71
95	63	90	16	32	22	2	23
97	44	48	74	29	53	45	79
12	70	90	78	94	80	71	93
15	72	73	100	35	2	34	87
67	48	5	37	17	21	19	84
77	18	96	62	19	93	85	16
6	21	22	70	30	81	38	98
92	21	57	21	73	36	27	10
9	63	66	50	40	55	3	32
87	31	30	58	19	91	16	42
95	48	35	58	77	50	22	25
45	4	39	50	4	93	65	90
4	57	72	31	20	50	5	5
10	82	14	56	25	27	22	16
6	7	95	94	35	92	33	9
28	98	43	71	8	24	27	97
23	37	6	97	98	97	42	55
51	6	63	62	51	94	10	5
29	23	9	43	40	10	100	80
98	45	66	10	20	10	8	69
71	5	39	53	78	61	90	32
59	19	73	58	49	75	100	46
1	1	1	1	8	66	38	80
52	50	30	95	71	1	36	53
42	27	8	30	62	56	17	94
11	79	48	76	18	24	16	9
25	35	37	91	100	100	100	100
4	4	4	4	97	97	97	97
56	50	91	90	27	100	92	88
77	74	79	52	94	13	69	52
49	16	92	79	69	21	2	64
10	94	61	43	69	67	41	34
47	12	18	38	97	27	28	45
68	56	30	42	7	2	70	34
5	95	33	54	84	12	95	69
38	1	91	6	11	78	53	57
35	81	58	21	87	67	48	71
94	43	43	67	38	69	71	57
46	84	72	79	32	73	1	2
96	29	66	93	61	99	54	79
59	2	54	31	82	24	58	69
73	5	93	27	62	50	6	80
71	28	87	94	43	28	27	36
6	82	64	3	99	40	81	49
89	89	70	68	70	64	32	1
5	13	44	39	36	88	33	35
7	38	11	21	38	91	63	60
32	20	96	34	13	65	72	69
37	91	100	12	84	20	92	46
10	88	10	90	100	32	8	54
32	90	54	71	10	18	86	56
50	32	66	24	90	21	23	39
47	53	7	72	67	53	92	74
77	81	94	55	53	42	13	79
42	21	96	37	44	16	97	77
26	40	7	12	30	91	88	21
47	29	21	69	84	46	59	18
88	85	81	93	52	17	41	72
73	93	3	62	100	27	86	58
59	73	61	17	88	40	20	58
59	96	65	34	3	86	94	50
39	39	22	24	44	63	10	38
7	10	89	13	89	75	28	86
58	88	99	45	41	80	7	26
38	26	27	7	30	3	34	86
6	3	84	28	62	68	67	9
24	40	9	25	56	93	86	28
16	58	16	26	52	41	86	41
10	10	10	10	29	92	17	56
61	84	2	6	78	96	28	2
22	86	74	59	26	49	46	80
72	24	99	78	32	84	33	74
98	57	95	64	99	99	99	99
8	8	8	8	90	90	90	90
67	73	22	3	6	37	74	14
89	82	54	74	54	88	33	28
41	38	22	35	39	92	78	63
18	50	33	7	55	82	86	75
48	63	61	35	79	57	30	43
68	62	8	70	87	92	54	9
76	88	78	84	60	49	60	77
64	40	91	64	63	71	18	85
27	11	12	43	76	71	40	23
9	46	4	13	55	42	43	19
89	59	36	11	13	36	23	6
18	91	57	10	95	15	55	18
47	58	89	43	26	32	74	90
33	51	33	29	25	6	11	55
73	40	44	17	49	16	98	33
47	26	73	42	72	54	94	11
44	11	36	20	20	3	94	56
75	30	57	54	6	42	7	13
14	33	46	38	74	100	39	32
5	9	75	20	45	71	8	24
93	48	31	24	15	37	3	23
32	30	80	20	92	31	60	19
38	77	22	85	30	90	66	51
55	48	59	70	33	49	48	69
99	50	81	44	18	70	11	8
18	85	11	92	42	14	66	28
45	32	62	20	14	99	46	10
76	94	85	38	94	12	100	54
61	71	12	7	53	95	86	73
95	45	98	49	18	18	39	30
79	79	91	44	62	48	8	43
84	6	34	73	31	16	14	5
70	86	8	66	4	96	19	14
81	96	23	11	34	100	53	83
93	81	75	83	100	43	67	15
17	25	42	60	52	94	15	64
74	52	35	13	27	10	15	23
24	66	34	48	60	78	73	45
70	19	76	7	87	34	47	53
79	54	41	62	99	73	84	70
2	2	2	2	49	3	8	3
63	62	81	66	79	87	61	83
67	14	24	57	57	8	27	80
5	61	99	94	91	34	58	34
32	7	3	16	95	95	95	95
8	8	8	8	99	99	99	99
72	9	77	84	32	4	11	49
79	63	31	81	19	2	32	69
95	55	95	39	44	88	75	59
62	28	39	63	18	1	90	94
63	90	41	34	100	95	61	92
68	1	65	12	46	30	53	74
60	61	34	68	45	9	50	3
62	55	100	45	8	18	3	67
89	90	21	93	62	6	67	36
24	76	61	70	64	23	77	62
95	89	13	12	47	82	90	22
1	16	40	61	99	86	38	9
93	87	96	89	66	74	42	69
83	62	35	26	50	3	58	4
27	58	47	11	8	46	13	30
38	2	92	71	82	36	91	5
48	86	95	92	52	5	31	17
24	71	93	68	21	43	25	57
39	34	19	38	33	10	1	91
90	97	11	51	82	95	20	46
89	44	65	70	37	27	76	97
